131;    XXOXO;0.5
132;    XXOO ;0.5
133;    XXOOX;0.5
134;    XXOOO;1.0
135;    XO   ;0.5
136;    XO  X;0.5
137;    XO  O;0.5
138;    XO X ;0.5
139;    XO XX;0.5
140;    XO XO;0.5
141;    XO O ;0.5
142;    XO OX;0.5
143;    XO OO;0.5
144;    XOX  ;0.5
145;    XOX X;0.5
146;    XOX O;0.5
147;    XOXX ;0.5
148;    XOXXX;1.0
149;    XOXXO;0.5
150;    XOXO ;0.5
151;    XOXOX;0.5
152;    XOXOO;0.5
153;    XOO  ;0.5
154;    XOO X;0.5
155;    XOO O;0.5
156;    XOOX ;0.5
157;    XOOXX;0.5
158;    XOOXO;0.5
159;    XOOO ;0.5
160;    XOOOX;0.5
161;    XOOOO;1.0
162;    O    ;0.5
163;    O   X;0.5
164;    O   O;0.5
165;    O  X ;0.5
166;    O  XX;0.5
167;    O  XO;0.5
168;    O  O ;0.5
169;    O  OX;0.5
170;    O  OO;0.5
171;    O X  ;0.5
172;    O X X;0.5
173;    O X O;0.5
174;    O XX ;0.5
175;    O XXX;1.0
176;    O XXO;0.5
177;    O XO ;0.5
178;    O XOX;0.5
179;    O XOO;0.5
180;    O O  ;0.5
181;    O O X;0.5
182;    O O O;0.5
183;    O OX ;0.5
184;    O OXX;0.5
185;    O OXO;0.5
186;    O OO ;0.5
187;    O OOX;0.5
188;    O OOO;1.0
189;    OX   ;0.5
190;    OX  X;0.5
191;    OX  O;0.5
192;    OX X ;0.5
193;    OX XX;0.5
194;    OX XO;0.5
195;    OX O ;0.5
196;    OX OX;0.5
197;    OX OO;0.5
198;    OXX  ;0.5
199;    OXX X;0.5
200;    OXX O;0.5
201;    OXXX ;0.5
202;    OXXXX;1.0
203;    OXXXO;0.5
204;    OXXO ;0.5
205;    OXXOX;0.5
206;    OXXOO;0.5
207;    OXO  ;0.5
208;    OXO X;0.5
209;    OXO O;0.5
210;    OXOX ;0.5
211;    OXOXX;0.5
212;    OXOXO;0.5
213;    OXOO ;0.5
214;    OXOOX;0.5
215;    OXOOO;1.0
216;    OO   ;0.5
217;    OO  X;0.5
218;    OO  O;0.5
219;    OO X ;0.5
220;    OO XX;0.5
221;    OO XO;0.5
222;    OO O ;0.5
223;    OO OX;0.5
224;    OO OO;0.5
225;    OOX  ;0.5
226;    OOX X;0.5
227;    OOX O;0.5
228;    OOXX ;0.5
229;    OOXXX;1.0
230;    OOXXO;0.5
231;    OOXO ;0.5
232;    OOXOX;0.5
233;    OOXOO;0.5
234;    OOO  ;0.5
235;    OOO X;0.5
236;    OOO O;0.5
237;    OOOX ;0.5
238;    OOOXX;0.5
239;    OOOXO;0.5
240;    OOOO ;0.5
241;    OOOOX;0.5
242;    OOOOO;1.0
243;   X     ;0.5
244;   X    X;0.5
245;   X    O;0.5
246;   X   X ;0.5
247;   X   XX;0.5
248;   X   XO;0.5
249;   X   O ;0.5
250;   X   OX;0.5
251;   X   OO;0.5
252;   X  X  ;0.5
253;   X  X X;0.5
254;   X  X O;0.5
255;   X  XX ;0.5
256;   X  XXX;1.0
257;   X  XXO;0.5
258;   X  XO ;0.5
259;   X  XOX;0.5
260;   X  XOO;0.5
261;   X  O  ;0.5
262;   X  O X;0.5
263;   X  O O;0.5
264;   X  OX ;0.5
265;   X  OXX;0.5
266;   X  OXO;0.5
267;   X  OO ;0.5
268;   X  OOX;0.5
269;   X  OOO;1.0
270;   X X   ;0.5
271;   X X  X;0.5
272;   X X  O;0.5
273;   X X X ;0.5
274;   X X XX;0.5
275;   X X XO;0.5
276;   X X O ;0.5
277;   X X OX;0.5
278;   X X OO;0.5
279;   X XX  ;0.5
280;   X XX X;0.5
281;   X XX O;0.5
282;   X XXX ;0.5
283;   X XXXX;1.0
284;   X XXXO;0.5
285;   X XXO ;0.5
286;   X XXOX;0.5
287;   X XXOO;0.5
288;   X XO  ;0.5
289;   X XO X;0.5
290;   X XO O;0.5
291;   X XOX ;0.5
292;   X XOXX;0.5
293;   X XOXO;0.5
294;   X XOO ;0.5
295;   X XOOX;0.5
296;   X XOOO;1.0
297;   X O   ;0.5
298;   X O  X;0.5
299;   X O  O;0.5
300;   X O X ;0.5
301;   X O XX;0.5
302;   X O XO;0.5
303;   X O O ;0.5
304;   X O OX;0.5
305;   X O OO;0.5
306;   X OX  ;0.5
307;   X OX X;0.5
308;   X OX O;0.5
309;   X OXX ;0.5
310;   X OXXX;1.0
311;   X OXXO;0.5
312;   X OXO ;0.5
313;   X OXOX;0.5
314;   X OXOO;0.5
315;   X OO  ;0.5
316;   X OO X;0.5
317;   X OO O;0.5
318;   X OOX ;0.5
319;   X OOXX;0.5
320;   X OOXO;0.5
321;   X OOO ;0.5
322;   X OOOX;0.5
323;   X OOOO;1.0
324;   XX    ;0.5
325;   XX   X;0.5
326;   XX   O;0.5
327;   XX  X ;0.5
328;   XX  XX;0.5
329;   XX  XO;0.5
330;   XX  O ;0.5
331;   XX  OX;0.5
332;   XX  OO;0.5
333;   XX X  ;0.5
334;   XX X X;0.5
335;   XX X O;0.5
336;   XX XX ;0.5
337;   XX XXX;1.0
338;   XX XXO;0.5
339;   XX XO ;0.5
340;   XX XOX;0.5
341;   XX XOO;0.5
342;   XX O  ;0.5
343;   XX O X;0.5
344;   XX O O;0.5
345;   XX OX ;0.5
346;   XX OXX;0.5
347;   XX OXO;0.5
348;   XX OO ;0.5
349;   XX OOX;0.5
350;   XX OOO;1.0
351;   XXX   ;1.0
352;   XXX  X;1.0
353;   XXX  O;1.0
354;   XXX X ;1.0
355;   XXX XX;1.0
356;   XXX XO;1.0
357;   XXX O ;1.0
358;   XXX OX;1.0
359;   XXX OO;1.0
360;   XXXX  ;1.0
361;   XXXX X;1.0
362;   XXXX O;1.0
363;   XXXXX ;1.0
364;   XXXXXX;1.0
365;   XXXXXO;1.0
366;   XXXXO ;1.0
367;   XXXXOX;1.0
368;   XXXXOO;1.0
369;   XXXO  ;1.0
370;   XXXO X;1.0
371;   XXXO O;1.0
372;   XXXOX ;1.0
373;   XXXOXX;1.0
374;   XXXOXO;1.0
375;   XXXOO ;1.0
376;   XXXOOX;1.0
377;   XXXOOO;1.0
378;   XXO   ;0.5
379;   XXO  X;0.5
380;   XXO  O;0.5
381;   XXO X ;0.5
382;   XXO XX;0.5
383;   XXO XO;0.5
384;   XXO O ;0.5
385;   XXO OX;0.5
386;   XXO OO;0.5
387;   XXOX  ;0.5
388;   XXOX X;0.5
389;   XXOX O;0.5
390;   XXOXX ;0.5
391;   XXOXXX;1.0
392;   XXOXXO;0.5
393;   XXOXO ;0.5
394;   XXOXOX;0.5
395;   XXOXOO;0.5
396;   XXOO  ;0.5
397;   XXOO X;0.5
398;   XXOO O;0.5
399;   XXOOX ;0.5
400;   XXOOXX;0.5
401;   XXOOXO;0.5
402;   XXOOO ;0.5
403;   XXOOOX;0.5
404;   XXOOOO;1.0
405;   XO    ;0.5
406;   XO   X;0.5
407;   XO   O;0.5
408;   XO  X ;0.5
409;   XO  XX;0.5
410;   XO  XO;0.5
411;   XO  O ;0.5
412;   XO  OX;0.5
413;   XO  OO;0.5
414;   XO X  ;0.5
415;   XO X X;0.5
416;   XO X O;0.5
417;   XO XX ;0.5
418;   XO XXX;1.0
419;   XO XXO;0.5
420;   XO XO ;0.5
421;   XO XOX;0.5
422;   XO XOO;0.5
423;   XO O  ;0.5
424;   XO O X;0.5
425;   XO O O;0.5
426;   XO OX ;0.5
427;   XO OXX;0.5
428;   XO OXO;0.5
429;   XO OO ;0.5
430;   XO OOX;0.5
431;   XO OOO;1.0
432;   XOX   ;0.5
433;   XOX  X;0.5
434;   XOX  O;0.5
435;   XOX X ;0.5
436;   XOX XX;0.5
437;   XOX XO;0.5
438;   XOX O ;0.5
439;   XOX OX;0.5
440;   XOX OO;0.5
441;   XOXX  ;0.5
442;   XOXX X;0.5
443;   XOXX O;0.5
444;   XOXXX ;0.5
445;   XOXXXX;1.0
446;   XOXXXO;0.5
447;   XOXXO ;0.5
448;   XOXXOX;0.5
449;   XOXXOO;0.5
450;   XOXO  ;0.5
451;   XOXO X;0.5
452;   XOXO O;0.5
453;   XOXOX ;0.5
454;   XOXOXX;0.5
455;   XOXOXO;0.5
456;   XOXOO ;0.5
457;   XOXOOX;0.5
458;   XOXOOO;1.0
459;   XOO   ;0.5
460;   XOO  X;0.5
461;   XOO  O;0.5
462;   XOO X ;0.5
463;   XOO XX;0.5
464;   XOO XO;0.5
465;   XOO O ;0.5
466;   XOO OX;0.5
467;   XOO OO;0.5
468;   XOOX  ;0.5
469;   XOOX X;0.5
470;   XOOX O;0.5
471;   XOOXX ;0.5
472;   XOOXXX;1.0
473;   XOOXXO;0.5
474;   XOOXO ;0.5
475;   XOOXOX;0.5
476;   XOOXOO;0.5
477;   XOOO  ;0.5
478;   XOOO X;0.5
479;   XOOO O;0.5
480;   XOOOX ;0.5
481;   XOOOXX;0.5
482;   XOOOXO;0.5
483;   XOOOO ;0.5
484;   XOOOOX;0.5
485;   XOOOOO;1.0
486;   O     ;0.5
487;   O    X;0.5
488;   O    O;0.5
489;   O   X ;0.5
490;   O   XX;0.5
491;   O   XO;0.5
492;   O   O ;0.5
493;   O   OX;0.5
494;   O   OO;0.5
495;   O  X  ;0.5
496;   O  X X;0.5
497;   O  X O;0.5
498;   O  XX ;0.5
499;   O  XXX;1.0
500;   O  XXO;0.5
501;   O  XO ;0.5
502;   O  XOX;0.5
503;   O  XOO;0.5
504;   O  O  ;0.5
505;   O  O X;0.5
506;   O  O O;0.5
507;   O  OX ;0.5
508;   O  OXX;0.5
509;   O  OXO;0.5
510;   O  OO ;0.5
511;   O  OOX;0.5
512;   O  OOO;1.0
513;   O X   ;0.5
514;   O X  X;0.5
515;   O X  O;0.5
516;   O X X ;0.5
517;   O X XX;0.5
518;   O X XO;0.5
519;   O X O ;0.5
520;   O X OX;0.5
521;   O X OO;0.5
522;   O XX  ;0.5
523;   O XX X;0.5
524;   O XX O;0.5
525;   O XXX ;0.5
526;   O XXXX;1.0
527;   O XXXO;0.5
528;   O XXO ;0.5
529;   O XXOX;0.5
530;   O XXOO;0.5
531;   O XO  ;0.5
532;   O XO X;0.5
533;   O XO O;0.5
534;   O XOX ;0.5
535;   O XOXX;0.5
536;   O XOXO;0.5
537;   O XOO ;0.5
538;   O XOOX;0.5
539;   O XOOO;1.0
540;   O O   ;0.5
541;   O O  X;0.5
542;   O O  O;0.5
543;   O O X ;0.5
544;   O O XX;0.5
545;   O O XO;0.5
546;   O O O ;0.5
547;   O O OX;0.5
548;   O O OO;0.5
549;   O OX  ;0.5
550;   O OX X;0.5
551;   O OX O;0.5
552;   O OXX ;0.5
553;   O OXXX;1.0
554;   O OXXO;0.5
555;   O OXO ;0.5
556;   O OXOX;0.5
557;   O OXOO;0.5
558;   O OO  ;0.5
559;   O OO X;0.5
560;   O OO O;0.5
561;   O OOX ;0.5
562;   O OOXX;0.5
563;   O OOXO;0.5
564;   O OOO ;0.5
565;   O OOOX;0.5
566;   O OOOO;1.0
567;   OX    ;0.5
568;   OX   X;0.5
569;   OX   O;0.5
570;   OX  X ;0.5
571;   OX  XX;0.5
572;   OX  XO;0.5
573;   OX  O ;0.5
574;   OX  OX;0.5
575;   OX  OO;0.5
576;   OX X  ;0.5
577;   OX X X;0.5
578;   OX X O;0.5
579;   OX XX ;0.5
580;   OX XXX;1.0
581;   OX XXO;0.5
582;   OX XO ;0.5
583;   OX XOX;0.5
584;   OX XOO;0.5
585;   OX O  ;0.5
586;   OX O X;0.5
587;   OX O O;0.5
588;   OX OX ;0.5
589;   OX OXX;0.5
590;   OX OXO;0.5
591;   OX OO ;0.5
592;   OX OOX;0.5
593;   OX OOO;1.0
594;   OXX   ;0.5
595;   OXX  X;0.5
596;   OXX  O;0.5
597;   OXX X ;0.5
598;   OXX XX;0.5
599;   OXX XO;0.5
600;   OXX O ;0.5
601;   OXX OX;0.5
602;   OXX OO;0.5
603;   OXXX  ;0.5
604;   OXXX X;0.5
605;   OXXX O;0.5
606;   OXXXX ;0.5
607;   OXXXXX;1.0
608;   OXXXXO;0.5
609;   OXXXO ;0.5
610;   OXXXOX;0.5
611;   OXXXOO;0.5
612;   OXXO  ;0.5
613;   OXXO X;0.5
614;   OXXO O;0.5
615;   OXXOX ;0.5
616;   OXXOXX;0.5
617;   OXXOXO;0.5
618;   OXXOO ;0.5
619;   OXXOOX;0.5
620;   OXXOOO;1.0
621;   OXO   ;0.5
622;   OXO  X;0.5
623;   OXO  O;0.5
624;   OXO X ;0.5
625;   OXO XX;0.5
626;   OXO XO;0.5
627;   OXO O ;0.5
628;   OXO OX;0.5
629;   OXO OO;0.5
630;   OXOX  ;0.5
631;   OXOX X;0.5
632;   OXOX O;0.5
633;   OXOXX ;0.5
634;   OXOXXX;1.0
635;   OXOXXO;0.5
636;   OXOXO ;0.5
637;   OXOXOX;0.5
638;   OXOXOO;0.5
639;   OXOO  ;0.5
640;   OXOO X;0.5
641;   OXOO O;0.5
642;   OXOOX ;0.5
643;   OXOOXX;0.5
644;   OXOOXO;0.5
645;   OXOOO ;0.5
646;   OXOOOX;0.5
647;   OXOOOO;1.0
648;   OO    ;0.5
649;   OO   X;0.5
650;   OO   O;0.5
651;   OO  X ;0.5
652;   OO  XX;0.5
653;   OO  XO;0.5
654;   OO  O ;0.5
655;   OO  OX;0.5
656;   OO  OO;0.5
657;   OO X  ;0.5
658;   OO X X;0.5
659;   OO X O;0.5
660;   OO XX ;0.5
661;   OO XXX;1.0
662;   OO XXO;0.5
663;   OO XO ;0.5
664;   OO XOX;0.5
665;   OO XOO;0.5
666;   OO O  ;0.5
667;   OO O X;0.5
668;   OO O O;0.5
669;   OO OX ;0.5
670;   OO OXX;0.5
671;   OO OXO;0.5
672;   OO OO ;0.5
673;   OO OOX;0.5
674;   OO OOO;1.0
675;   OOX   ;0.5
676;   OOX  X;0.5
677;   OOX  O;0.5
678;   OOX X ;0.5
679;   OOX XX;0.5
680;   OOX XO;0.5
681;   OOX O ;0.5
682;   OOX OX;0.5
683;   OOX OO;0.5
684;   OOXX  ;0.5
685;   OOXX X;0.5
686;   OOXX O;0.5
687;   OOXXX ;0.5
688;   OOXXXX;1.0
689;   OOXXXO;0.5
690;   OOXXO ;0.5
691;   OOXXOX;0.5
692;   OOXXOO;0.5
693;   OOXO  ;0.5
694;   OOXO X;0.5
695;   OOXO O;0.5
696;   OOXOX ;0.5
697;   OOXOXX;0.5
698;   OOXOXO;0.5
699;   OOXOO ;0.5
700;   OOXOOX;0.5
701;   OOXOOO;1.0
702;   OOO   ;1.0
703;   OOO  X;1.0
704;   OOO  O;1.0
705;   OOO X ;1.0
706;   OOO XX;1.0
707;   OOO XO;1.0
708;   OOO O ;1.0
709;   OOO OX;1.0
710;   OOO OO;1.0
711;   OOOX  ;1.0
712;   OOOX X;1.0
713;   OOOX O;1.0
714;   OOOXX ;1.0
715;   OOOXXX;1.0
716;   OOOXXO;1.0
717;   OOOXO ;1.0
718;   OOOXOX;1.0
719;   OOOXOO;1.0
720;   OOOO  ;1.0
721;   OOOO X;1.0
722;   OOOO O;1.0
723;   OOOOX ;1.0
724;   OOOOXX;1.0
725;   OOOOXO;1.0
726;   OOOOO ;1.0
727;   OOOOOX;1.0
728;   OOOOOO;1.0
729;  X      ;0.5
730;  X     X;0.5
731;  X     O;0.5
732;  X    X ;0.5
733;  X    XX;0.5
734;  X    XO;0.5
735;  X    O ;0.5
736;  X    OX;0.5
737;  X    OO;0.5
738;  X   X  ;0.5
739;  X   X X;0.5
740;  X   X O;0.5
741;  X   XX ;0.5
742;  X   XXX;1.0
743;  X   XXO;0.5
744;  X   XO ;0.5
745;  X   XOX;0.5
746;  X   XOO;0.5
747;  X   O  ;0.5
748;  X   O X;0.5
749;  X   O O;0.5
750;  X   OX ;0.5
751;  X   OXX;0.5
752;  X   OXO;0.5
753;  X   OO ;0.5
754;  X   OOX;0.5
755;  X   OOO;1.0
756;  X  X   ;0.5
757;  X  X  X;1.0
758;  X  X  O;0.5
759;  X  X X ;0.5
760;  X  X XX;1.0
761;  X  X XO;0.5
762;  X  X O ;0.5
763;  X  X OX;1.0
764;  X  X OO;0.5
765;  X  XX  ;0.5
766;  X  XX X;1.0
767;  X  XX O;0.5
768;  X  XXX ;0.5
769;  X  XXXX;1.0
770;  X  XXXO;0.5
771;  X  XXO ;0.5
772;  X  XXOX;1.0
773;  X  XXOO;0.5
774;  X  XO  ;0.5
775;  X  XO X;1.0
776;  X  XO O;0.5
777;  X  XOX ;0.5
778;  X  XOXX;1.0
779;  X  XOXO;0.5
780;  X  XOO ;0.5
781;  X  XOOX;1.0
782;  X  XOOO;1.0
783;  X  O   ;0.5
784;  X  O  X;0.5
785;  X  O  O;0.5
786;  X  O X ;0.5
787;  X  O XX;0.5
788;  X  O XO;0.5
789;  X  O O ;0.5
790;  X  O OX;0.5
791;  X  O OO;0.5
792;  X  OX  ;0.5
793;  X  OX X;0.5
794;  X  OX O;0.5
795;  X  OXX ;0.5
796;  X  OXXX;1.0
797;  X  OXXO;0.5
798;  X  OXO ;0.5
799;  X  OXOX;0.5
800;  X  OXOO;0.5
801;  X  OO  ;0.5
802;  X  OO X;0.5
803;  X  OO O;0.5
804;  X  OOX ;0.5
805;  X  OOXX;0.5
806;  X  OOXO;0.5
807;  X  OOO ;0.5
808;  X  OOOX;0.5
809;  X  OOOO;1.0
810;  X X    ;0.5
811;  X X   X;0.5
812;  X X   O;0.5
813;  X X  X ;0.5
814;  X X  XX;0.5
815;  X X  XO;0.5
816;  X X  O ;0.5
817;  X X  OX;0.5
818;  X X  OO;0.5
819;  X X X  ;1.0
820;  X X X X;1.0
821;  X X X O;1.0
822;  X X XX ;1.0
823;  X X XXX;1.0
824;  X X XXO;1.0
825;  X X XO ;1.0
826;  X X XOX;1.0
827;  X X XOO;1.0
828;  X X O  ;0.5
829;  X X O X;0.5
830;  X X O O;0.5
831;  X X OX ;0.5
832;  X X OXX;0.5
833;  X X OXO;0.5
834;  X X OO ;0.5
835;  X X OOX;0.5
836;  X X OOO;1.0
837;  X XX   ;0.5
838;  X XX  X;1.0
839;  X XX  O;0.5
840;  X XX X ;0.5
841;  X XX XX;1.0
842;  X XX XO;0.5
843;  X XX O ;0.5
844;  X XX OX;1.0
845;  X XX OO;0.5
846;  X XXX  ;1.0
847;  X XXX X;1.0
848;  X XXX O;1.0
849;  X XXXX ;1.0
850;  X XXXXX;1.0
851;  X XXXXO;1.0
852;  X XXXO ;1.0
853;  X XXXOX;1.0
854;  X XXXOO;1.0
855;  X XXO  ;0.5
856;  X XXO X;1.0
857;  X XXO O;0.5
858;  X XXOX ;0.5
859;  X XXOXX;1.0
860;  X XXOXO;0.5
861;  X XXOO ;0.5
862;  X XXOOX;1.0
863;  X XXOOO;1.0
864;  X XO   ;0.5
865;  X XO  X;0.5
866;  X XO  O;0.5
867;  X XO X ;0.5
868;  X XO XX;0.5
869;  X XO XO;0.5
870;  X XO O ;0.5
871;  X XO OX;0.5
872;  X XO OO;0.5
873;  X XOX  ;1.0
874;  X XOX X;1.0
875;  X XOX O;1.0
876;  X XOXX ;1.0
877;  X XOXXX;1.0
878;  X XOXXO;1.0
879;  X XOXO ;1.0
880;  X XOXOX;1.0
881;  X XOXOO;1.0
882;  X XOO  ;0.5
883;  X XOO X;0.5
884;  X XOO O;0.5
885;  X XOOX ;0.5
886;  X XOOXX;0.5
887;  X XOOXO;0.5
888;  X XOOO ;0.5
889;  X XOOOX;0.5
890;  X XOOOO;1.0
891;  X O    ;0.5
892;  X O   X;0.5
893;  X O   O;0.5
894;  X O  X ;0.5
895;  X O  XX;0.5
896;  X O  XO;0.5
897;  X O  O ;0.5
898;  X O  OX;0.5
899;  X O  OO;0.5
900;  X O X  ;0.5
901;  X O X X;0.5
902;  X O X O;0.5
903;  X O XX ;0.5
904;  X O XXX;1.0
905;  X O XXO;0.5
906;  X O XO ;0.5
907;  X O XOX;0.5
908;  X O XOO;0.5
909;  X O O  ;0.5
910;  X O O X;0.5
911;  X O O O;0.5
912;  X O OX ;0.5
913;  X O OXX;0.5
914;  X O OXO;0.5
915;  X O OO ;0.5
916;  X O OOX;0.5
917;  X O OOO;1.0
918;  X OX   ;0.5
919;  X OX  X;1.0
920;  X OX  O;0.5
921;  X OX X ;0.5
922;  X OX XX;1.0
923;  X OX XO;0.5
924;  X OX O ;0.5
925;  X OX OX;1.0
926;  X OX OO;0.5
927;  X OXX  ;0.5
928;  X OXX X;1.0
929;  X OXX O;0.5
930;  X OXXX ;0.5
931;  X OXXXX;1.0
932;  X OXXXO;0.5
933;  X OXXO ;0.5
934;  X OXXOX;1.0
935;  X OXXOO;0.5
936;  X OXO  ;0.5
937;  X OXO X;1.0
938;  X OXO O;0.5
939;  X OXOX ;0.5
940;  X OXOXX;1.0
941;  X OXOXO;0.5
942;  X OXOO ;0.5
943;  X OXOOX;1.0
944;  X OXOOO;1.0
945;  X OO   ;0.5
946;  X OO  X;0.5
947;  X OO  O;0.5
948;  X OO X ;0.5
949;  X OO XX;0.5
950;  X OO XO;0.5
951;  X OO O ;0.5
952;  X OO OX;0.5
953;  X OO OO;0.5
954;  X OOX  ;0.5
955;  X OOX X;0.5
956;  X OOX O;0.5
957;  X OOXX ;0.5
958;  X OOXXX;1.0
959;  X OOXXO;0.5
960;  X OOXO ;0.5
961;  X OOXOX;0.5
962;  X OOXOO;0.5
963;  X OOO  ;0.5
964;  X OOO X;0.5
965;  X OOO O;0.5
966;  X OOOX ;0.5
967;  X OOOXX;0.5
968;  X OOOXO;0.5
969;  X OOOO ;0.5
970;  X OOOOX;0.5
971;  X OOOOO;1.0
972;  XX     ;0.5
973;  XX    X;0.5
974;  XX    O;0.5
975;  XX   X ;0.5
976;  XX   XX;0.5
977;  XX   XO;0.5
978;  XX   O ;0.5
979;  XX   OX;0.5
980;  XX   OO;0.5
981;  XX  X  ;0.5
982;  XX  X X;0.5
983;  XX  X O;0.5
984;  XX  XX ;0.5
985;  XX  XXX;1.0
986;  XX  XXO;0.5
987;  XX  XO ;0.5
988;  XX  XOX;0.5
989;  XX  XOO;0.5
990;  XX  O  ;0.5
991;  XX  O X;0.5
992;  XX  O O;0.5
993;  XX  OX ;0.5
994;  XX  OXX;0.5
995;  XX  OXO;0.5
996;  XX  OO ;0.5
997;  XX  OOX;0.5
998;  XX  OOO;1.0
999;  XX X   ;0.5
1000;  XX X  X;1.0
1001;  XX X  O;0.5
1002;  XX X X ;0.5
1003;  XX X XX;1.0
1004;  XX X XO;0.5
1005;  XX X O ;0.5
1006;  XX X OX;1.0
1007;  XX X OO;0.5
1008;  XX XX  ;0.5
1009;  XX XX X;1.0
1010;  XX XX O;0.5
1011;  XX XXX ;0.5
1012;  XX XXXX;1.0
1013;  XX XXXO;0.5
1014;  XX XXO ;0.5
1015;  XX XXOX;1.0
1016;  XX XXOO;0.5
1017;  XX XO  ;0.5
1018;  XX XO X;1.0
1019;  XX XO O;0.5
1020;  XX XOX ;0.5
1021;  XX XOXX;1.0
1022;  XX XOXO;0.5
1023;  XX XOO ;0.5
1024;  XX XOOX;1.0
1025;  XX XOOO;1.0
1026;  XX O   ;0.5
1027;  XX O  X;0.5
1028;  XX O  O;0.5
1029;  XX O X ;0.5
1030;  XX O XX;0.5
1031;  XX O XO;0.5
1032;  XX O O ;0.5
1033;  XX O OX;0.5
1034;  XX O OO;0.5
1035;  XX OX  ;0.5
1036;  XX OX X;0.5
1037;  XX OX O;0.5
1038;  XX OXX ;0.5
1039;  XX OXXX;1.0
1040;  XX OXXO;0.5
1041;  XX OXO ;0.5
1042;  XX OXOX;0.5
1043;  XX OXOO;0.5
1044;  XX OO  ;0.5
1045;  XX OO X;0.5
1046;  XX OO O;0.5
1047;  XX OOX ;0.5
1048;  XX OOXX;0.5
1049;  XX OOXO;0.5
1050;  XX OOO ;0.5
1051;  XX OOOX;0.5
1052;  XX OOOO;1.0
1053;  XXX    ;0.5
1054;  XXX   X;0.5
1055;  XXX   O;0.5
1056;  XXX  X ;0.5
1057;  XXX  XX;0.5
1058;  XXX  XO;0.5
1059;  XXX  O ;0.5
1060;  XXX  OX;0.5
1061;  XXX  OO;0.5
1062;  XXX X  ;1.0
1063;  XXX X X;1.0
1064;  XXX X O;1.0
1065;  XXX XX ;1.0
1066;  XXX XXX;1.0
1067;  XXX XXO;1.0
1068;  XXX XO ;1.0
1069;  XXX XOX;1.0
1070;  XXX XOO;1.0
1071;  XXX O  ;0.5
1072;  XXX O X;0.5
1073;  XXX O O;0.5
1074;  XXX OX ;0.5
1075;  XXX OXX;0.5
1076;  XXX OXO;0.5
1077;  XXX OO ;0.5
1078;  XXX OOX;0.5
1079;  XXX OOO;1.0
1080;  XXXX   ;1.0
1081;  XXXX  X;1.0
